clone_a,clone_b,batch,n_a,n_b,sinkhorn,energy
E8.0-R1-C3,E9.5-R3-C4,23,359,28993,58.948326110839844,3.1255550384521484
E8.0-R1-C3,E9.5-R3-C4,24,359,28993,57.28489303588867,3.099717140197754
E8.0-R1-C3,E9.5-R3-C4,25,359,28993,56.37110137939453,2.8386831283569336
E8.0-R1-C3,E9.5-R3-C4,26,359,28993,64.44447326660156,3.159883499145508
E8.0-R1-C3,E9.5-R3-C4,27,359,28993,56.64781188964844,2.8311586380004883
E8.0-R1-C3,E9.5-R3-C4,28,359,28993,58.39671325683594,3.349057197570801
E8.0-R1-C3,E9.5-R3-C4,29,359,28993,56.73917770385742,3.176706314086914
E8.0-R1-C3,E9.5-R3-C4,30,359,28993,52.99037170410156,2.7748546600341797
E8.0-R1-C3,E9.5-R3-C4,31,359,28993,58.540035247802734,3.0065736770629883
E8.0-R1-C3,E9.5-R3-C4,32,359,28993,57.16984558105469,3.2578134536743164
E8.0-R1-C3,E9.5-R3-C4,33,359,28993,51.516788482666016,2.665834426879883
E8.0-R1-C3,E9.5-R3-C4,34,359,28993,62.69831085205078,3.045804023742676
E8.0-R1-C3,E9.5-R3-C4,35,359,28993,57.146095275878906,3.1185741424560547
E8.0-R1-C3,E9.5-R3-C4,36,359,28993,52.45805358886719,2.751180648803711
E8.0-R1-C3,E9.5-R3-C4,37,359,28993,58.764381408691406,3.4171152114868164
E8.0-R1-C3,E9.5-R3-C4,38,359,28993,52.20188903808594,2.583799362182617
E8.0-R1-C3,E9.5-R3-C4,39,359,28993,55.41703796386719,2.6383514404296875
E8.0-R1-C3,E9.5-R3-C4,40,359,28993,55.151248931884766,2.829169273376465
E8.0-R1-C3,E9.5-R3-C4,41,359,28993,52.2702522277832,2.7301082611083984
E8.0-R1-C3,E9.5-R3-C4,42,359,28993,56.84980010986328,2.981637954711914
E8.0-R1-C3,E9.5-R3-C4,43,359,28993,56.82539367675781,2.969393730163574
E8.0-R1-C3,E9.5-R3-C4,44,359,28993,56.55615234375,2.6938743591308594
E8.0-R1-C3,E9.5-R3-C4,45,359,28993,61.73329162597656,3.1258277893066406
E8.0-R1-C3,E9.5-R3-C4,46,359,28993,60.06785202026367,3.230362892150879
E8.0-R1-C3,E9.5-R3-C4,47,359,28993,54.04102325439453,2.5404443740844727
E8.0-R1-C3,E9.5-R3-C4,48,359,28993,54.399024963378906,3.07523250579834
E8.0-R1-C3,E9.5-R3-C4,49,359,28993,57.790382385253906,2.601578712463379
E8.0-R1-C3,E9.5-R3-C3,0,359,37267,66.10249328613281,3.03757381439209
E8.0-R1-C3,E9.5-R3-C3,1,359,37267,53.81517791748047,2.7151641845703125
E8.0-R1-C3,E9.5-R3-C3,2,359,37267,56.45813751220703,2.673521041870117
E8.0-R1-C3,E9.5-R3-C3,3,359,37267,58.43894958496094,3.0375919342041016
E8.0-R1-C3,E9.5-R3-C3,4,359,37267,54.3179931640625,3.232699394226074
E8.0-R1-C3,E9.5-R3-C3,5,359,37267,56.383487701416016,2.77163028717041
E8.0-R1-C3,E9.5-R3-C3,6,359,37267,57.351470947265625,3.8428378105163574
E8.0-R1-C3,E9.5-R3-C3,7,359,37267,53.974937438964844,2.827712059020996
E8.0-R1-C3,E9.5-R3-C3,8,359,37267,56.84239196777344,2.81137752532959
E8.0-R1-C3,E9.5-R3-C3,9,359,37267,57.498191833496094,3.145533561706543
E8.0-R1-C3,E9.5-R3-C3,10,359,37267,58.59335708618164,3.112605094909668
E8.0-R1-C3,E9.5-R3-C3,11,359,37267,56.714927673339844,2.9239673614501953
E8.0-R1-C3,E9.5-R3-C3,12,359,37267,56.489356994628906,2.968203544616699
E8.0-R1-C3,E9.5-R3-C3,13,359,37267,54.70759582519531,2.80165958404541
E8.0-R1-C3,E9.5-R3-C3,14,359,37267,61.7908821105957,3.022711753845215
E8.0-R1-C3,E9.5-R3-C3,15,359,37267,52.98408889770508,2.583047866821289
E8.0-R1-C3,E9.5-R3-C3,16,359,37267,57.81073760986328,2.9455251693725586
E8.0-R1-C3,E9.5-R3-C3,17,359,37267,57.36572265625,3.0708770751953125
E8.0-R1-C3,E9.5-R3-C3,18,359,37267,58.67184066772461,3.1931543350219727
E8.0-R1-C3,E9.5-R3-C3,19,359,37267,55.90290451049805,2.76876163482666
E8.0-R1-C3,E9.5-R3-C3,20,359,37267,56.45026779174805,3.056133270263672
E8.0-R1-C3,E9.5-R3-C3,21,359,37267,54.31891632080078,2.7533512115478516
E8.0-R1-C3,E9.5-R3-C3,22,359,37267,58.00251007080078,2.9503040313720703
E8.0-R1-C3,E9.5-R3-C3,23,359,37267,52.947105407714844,2.571234703063965
E8.0-R1-C3,E9.5-R3-C3,24,359,37267,53.113014221191406,2.9892616271972656
E8.0-R1-C3,E9.5-R3-C3,25,359,37267,54.085365295410156,2.699756622314453
E8.0-R1-C3,E9.5-R3-C3,26,359,37267,54.66318893432617,2.862748146057129
E8.0-R1-C3,E9.5-R3-C3,27,359,37267,57.97563552856445,2.90950870513916
E8.0-R1-C3,E9.5-R3-C3,28,359,37267,55.01601028442383,2.9070920944213867
E8.0-R1-C3,E9.5-R3-C3,29,359,37267,54.70407485961914,2.946767807006836
E8.0-R1-C3,E9.5-R3-C3,30,359,37267,57.324337005615234,2.963027000427246
E8.0-R1-C3,E9.5-R3-C3,31,359,37267,55.46950912475586,3.1901321411132812
E8.0-R1-C3,E9.5-R3-C3,32,359,37267,53.65349578857422,2.6403684616088867
E8.0-R1-C3,E9.5-R3-C3,33,359,37267,57.81346130371094,2.869174003601074
E8.0-R1-C3,E9.5-R3-C3,34,359,37267,56.05851745605469,3.0083112716674805
E8.0-R1-C3,E9.5-R3-C3,35,359,37267,55.840492248535156,2.80068302154541
E8.0-R1-C3,E9.5-R3-C3,36,359,37267,54.71267318725586,2.614898681640625
E8.0-R1-C3,E9.5-R3-C3,37,359,37267,53.08920669555664,2.9020843505859375
E8.0-R1-C3,E9.5-R3-C3,38,359,37267,59.996856689453125,3.2640438079833984
E8.0-R1-C3,E9.5-R3-C3,39,359,37267,52.24360656738281,2.9235944747924805
E8.0-R1-C3,E9.5-R3-C3,40,359,37267,54.204322814941406,2.5277624130249023
E8.0-R1-C3,E9.5-R3-C3,41,359,37267,61.978981018066406,2.8833847045898438
E8.0-R1-C3,E9.5-R3-C3,42,359,37267,56.048545837402344,2.9428491592407227
E8.0-R1-C3,E9.5-R3-C3,43,359,37267,58.159759521484375,3.509209632873535
E8.0-R1-C3,E9.5-R3-C3,44,359,37267,65.66798400878906,3.0268335342407227
E8.0-R1-C3,E9.5-R3-C3,45,359,37267,55.493934631347656,2.722719192504883
E8.0-R1-C3,E9.5-R3-C3,46,359,37267,54.90802764892578,2.872373580932617
E8.0-R1-C3,E9.5-R3-C3,47,359,37267,62.0885009765625,2.9963150024414062
E8.0-R1-C3,E9.5-R3-C3,48,359,37267,57.046051025390625,3.0469350814819336
E8.0-R1-C3,E9.5-R3-C3,49,359,37267,56.66267776489258,3.0297460556030273
E8.0-R1-C3,E9.5-R3-C1,0,359,127443,55.71454620361328,3.1392955780029297
E8.0-R1-C3,E9.5-R3-C1,1,359,127443,60.45100021362305,2.5673961639404297
E8.0-R1-C3,E9.5-R3-C1,2,359,127443,52.79315948486328,2.930845260620117
E8.0-R1-C3,E9.5-R3-C1,3,359,127443,54.827693939208984,2.8480072021484375
E8.0-R1-C3,E9.5-R3-C1,4,359,127443,54.9105224609375,2.705507278442383
E8.0-R1-C3,E9.5-R3-C1,5,359,127443,58.98912048339844,2.831521987915039
E8.0-R1-C3,E9.5-R3-C1,6,359,127443,54.463096618652344,2.5174989700317383
E8.0-R1-C3,E9.5-R3-C1,7,359,127443,57.61819839477539,2.7007856369018555
E8.0-R1-C3,E9.5-R3-C1,8,359,127443,56.806236267089844,3.343653678894043
E8.0-R1-C3,E9.5-R3-C1,9,359,127443,52.415767669677734,2.6019086837768555
E8.0-R1-C3,E9.5-R3-C1,10,359,127443,54.2056884765625,2.7345314025878906
E8.0-R1-C3,E9.5-R3-C1,11,359,127443,56.54372024536133,2.749417304992676
E8.0-R1-C3,E9.5-R3-C1,12,359,127443,54.457359313964844,3.0381431579589844
E8.0-R1-C3,E9.5-R3-C1,13,359,127443,53.07805252075195,3.0915956497192383
E8.0-R1-C3,E9.5-R3-C1,14,359,127443,57.39146423339844,2.8321638107299805
E8.0-R1-C3,E9.5-R3-C1,15,359,127443,52.79164123535156,2.9005661010742188
E8.0-R1-C3,E9.5-R3-C1,16,359,127443,70.88127136230469,3.2333545684814453
E8.0-R1-C3,E9.5-R3-C1,17,359,127443,54.806583404541016,2.9080562591552734
E8.0-R1-C3,E9.5-R3-C1,18,359,127443,59.36302185058594,3.048349380493164
E8.0-R1-C3,E9.5-R3-C1,19,359,127443,58.41845703125,2.968489646911621
E8.0-R1-C3,E9.5-R3-C1,20,359,127443,56.73066711425781,2.940906524658203
E8.0-R1-C3,E9.5-R3-C1,21,359,127443,64.17589569091797,3.801346778869629
E8.0-R1-C3,E9.5-R3-C1,22,359,127443,56.88359832763672,2.9176578521728516
E8.0-R1-C3,E9.5-R3-C1,23,359,127443,50.74020004272461,2.6183834075927734
E8.0-R1-C3,E9.5-R3-C1,24,359,127443,58.859378814697266,3.4498720169067383
E8.0-R1-C3,E9.5-R3-C1,25,359,127443,52.853736877441406,3.0762529373168945
E8.0-R1-C3,E9.5-R3-C1,26,359,127443,63.3270149230957,2.8144168853759766
E8.0-R1-C3,E9.5-R3-C1,27,359,127443,57.17552947998047,2.829869270324707
E8.0-R1-C3,E9.5-R3-C1,28,359,127443,58.93205642700195,3.1897268295288086
E8.0-R1-C3,E9.5-R3-C1,29,359,127443,56.35820007324219,2.758236885070801
E8.0-R1-C3,E9.5-R3-C1,30,359,127443,58.203704833984375,3.4186439514160156
E8.0-R1-C3,E9.5-R3-C1,31,359,127443,53.632164001464844,3.214113712310791
E8.0-R1-C3,E9.5-R3-C1,32,359,127443,59.5285530090332,2.972564697265625
E8.0-R1-C3,E9.5-R3-C1,33,359,127443,55.971473693847656,2.913039207458496
E8.0-R1-C3,E9.5-R3-C1,34,359,127443,50.50368881225586,2.70196533203125
E8.0-R1-C3,E9.5-R3-C1,35,359,127443,57.0574951171875,2.927079200744629
E8.0-R1-C3,E9.5-R3-C1,36,359,127443,51.76173400878906,2.9759159088134766
E8.0-R1-C3,E9.5-R3-C1,37,359,127443,57.528717041015625,3.0946922302246094
E8.0-R1-C3,E9.5-R3-C1,38,359,127443,59.825599670410156,3.1372270584106445
E8.0-R1-C3,E9.5-R3-C1,39,359,127443,54.200477600097656,2.6787710189819336
E8.0-R1-C3,E9.5-R3-C1,40,359,127443,63.16069412231445,3.191361427307129
E8.0-R1-C3,E9.5-R3-C1,41,359,127443,56.340545654296875,2.837625503540039
E8.0-R1-C3,E9.5-R3-C1,42,359,127443,53.85490036010742,2.770143508911133
E8.0-R1-C3,E9.5-R3-C1,43,359,127443,56.98674011230469,2.8337039947509766
E8.0-R1-C3,E9.5-R3-C1,44,359,127443,58.28059387207031,3.0595006942749023
E8.0-R1-C3,E9.5-R3-C1,45,359,127443,56.377838134765625,3.0920190811157227
E8.0-R1-C3,E9.5-R3-C1,46,359,127443,55.92964172363281,2.8974504470825195
E8.0-R1-C3,E9.5-R3-C1,47,359,127443,54.31608200073242,3.031026840209961
E8.0-R1-C3,E9.5-R3-C1,48,359,127443,54.18859100341797,2.695272445678711
E8.0-R1-C3,E9.5-R3-C1,49,359,127443,54.76814270019531,2.709604263305664
E8.0-R1-C3,E10.0-R1-C1,0,359,131913,61.78303527832031,3.050107955932617
E8.0-R1-C3,E10.0-R1-C1,1,359,131913,62.181373596191406,3.066295623779297
E8.0-R1-C3,E10.0-R1-C1,2,359,131913,61.920654296875,3.338648796081543
E8.0-R1-C3,E10.0-R1-C1,3,359,131913,63.63743591308594,3.105205535888672
E8.0-R1-C3,E10.0-R1-C1,4,359,131913,63.16221237182617,3.116724967956543
E8.0-R1-C3,E10.0-R1-C1,5,359,131913,63.45070266723633,3.1688432693481445
E8.0-R1-C3,E10.0-R1-C1,6,359,131913,60.95222473144531,2.78964900970459
E8.0-R1-C3,E10.0-R1-C1,7,359,131913,59.15769958496094,2.707120895385742
E8.0-R1-C3,E10.0-R1-C1,8,359,131913,62.586158752441406,3.2935705184936523
E8.0-R1-C3,E10.0-R1-C1,9,359,131913,63.490211486816406,3.0856809616088867
E8.0-R1-C3,E10.0-R1-C1,10,359,131913,60.352272033691406,2.796142578125
E8.0-R1-C3,E10.0-R1-C1,11,359,131913,65.77289581298828,2.957705497741699
E8.0-R1-C3,E10.0-R1-C1,12,359,131913,62.10645294189453,2.830033302307129
E8.0-R1-C3,E10.0-R1-C1,13,359,131913,60.3465576171875,2.9510765075683594
E8.0-R1-C3,E10.0-R1-C1,14,359,131913,60.355125427246094,3.442302703857422
E8.0-R1-C3,E10.0-R1-C1,15,359,131913,58.24871826171875,2.7459726333618164
E8.0-R1-C3,E10.0-R1-C1,16,359,131913,61.50332260131836,2.925196647644043
E8.0-R1-C3,E10.0-R1-C1,17,359,131913,61.1690559387207,2.9662046432495117
E8.0-R1-C3,E10.0-R1-C1,18,359,131913,67.70803833007812,2.9513607025146484
E8.0-R1-C3,E10.0-R1-C1,19,359,131913,63.0025634765625,3.5004758834838867
E8.0-R1-C3,E10.0-R1-C1,20,359,131913,60.582801818847656,2.9041357040405273
E8.0-R1-C3,E10.0-R1-C1,21,359,131913,63.662445068359375,3.1509532928466797
E8.0-R1-C3,E10.0-R1-C1,22,359,131913,61.53776550292969,2.9068307876586914
E8.0-R1-C3,E10.0-R1-C1,23,359,131913,62.5624885559082,3.0257511138916016
E8.0-R1-C3,E10.0-R1-C1,24,359,131913,59.538047790527344,2.8822879791259766
E8.0-R1-C3,E10.0-R1-C1,25,359,131913,70.7020263671875,3.0467796325683594
E8.0-R1-C3,E10.0-R1-C1,26,359,131913,58.57477569580078,2.657986640930176
E8.0-R1-C3,E10.0-R1-C1,27,359,131913,60.76561737060547,3.23745059967041
E8.0-R1-C3,E10.0-R1-C1,28,359,131913,61.874847412109375,3.153654098510742
E8.0-R1-C3,E10.0-R1-C1,29,359,131913,63.71227264404297,3.3871498107910156
E8.0-R1-C3,E10.0-R1-C1,30,359,131913,61.112831115722656,2.9244184494018555
E8.0-R1-C3,E10.0-R1-C1,31,359,131913,60.58770751953125,3.0447378158569336
E8.0-R1-C3,E10.0-R1-C1,32,359,131913,62.908409118652344,3.0778064727783203
E8.0-R1-C3,E10.0-R1-C1,33,359,131913,64.09278869628906,3.056020736694336
E8.0-R1-C3,E10.0-R1-C1,34,359,131913,70.8210220336914,3.2738285064697266
E8.0-R1-C3,E10.0-R1-C1,35,359,131913,58.21431350708008,3.008761405944824
E8.0-R1-C3,E10.0-R1-C1,36,359,131913,64.62527465820312,3.04158878326416
E8.0-R1-C3,E10.0-R1-C1,37,359,131913,64.14791870117188,3.50830078125
E8.0-R1-C3,E10.0-R1-C1,38,359,131913,61.55731964111328,3.06195068359375
E8.0-R1-C3,E10.0-R1-C1,39,359,131913,69.06103515625,3.0051956176757812
E8.0-R1-C3,E10.0-R1-C1,40,359,131913,63.773223876953125,3.349472999572754
E8.0-R1-C3,E10.0-R1-C1,41,359,131913,62.662086486816406,2.9340763092041016
E8.0-R1-C3,E10.0-R1-C1,42,359,131913,61.53653335571289,3.1859750747680664
E8.0-R1-C3,E10.0-R1-C1,43,359,131913,63.10212326049805,3.18887996673584
E8.0-R1-C3,E10.0-R1-C1,44,359,131913,63.9555778503418,3.07186222076416
E8.0-R1-C3,E10.0-R1-C1,45,359,131913,65.40788269042969,3.2354698181152344
E8.0-R1-C3,E10.0-R1-C1,46,359,131913,63.39852523803711,3.4775867462158203
E8.0-R1-C3,E10.0-R1-C1,47,359,131913,60.534420013427734,2.94659423828125
E8.0-R1-C3,E10.0-R1-C1,48,359,131913,60.156776428222656,3.0245561599731445
E8.0-R1-C3,E10.0-R1-C1,49,359,131913,64.45539093017578,3.334273338317871
E8.0-R1-C3,E10.0-R1-C2,0,359,86064,57.57960510253906,2.5705480575561523
E8.0-R1-C3,E10.0-R1-C2,1,359,86064,59.95690155029297,2.900564193725586
E8.0-R1-C3,E10.0-R1-C2,2,359,86064,64.03022003173828,2.8348169326782227
E8.0-R1-C3,E10.0-R1-C2,3,359,86064,59.27019500732422,3.1306943893432617
E8.0-R1-C3,E10.0-R1-C2,4,359,86064,59.85758972167969,2.835078239440918
E8.0-R1-C3,E10.0-R1-C2,5,359,86064,59.73064422607422,3.00008487701416
E8.0-R1-C3,E10.0-R1-C2,6,359,86064,57.55561447143555,2.531682014465332
E8.0-R1-C3,E10.0-R1-C2,7,359,86064,67.67375946044922,3.256220817565918
E8.0-R1-C3,E10.0-R1-C2,8,359,86064,61.68816375732422,2.9564523696899414
E8.0-R1-C3,E10.0-R1-C2,9,359,86064,59.751014709472656,2.7827510833740234
E8.0-R1-C3,E10.0-R1-C2,10,359,86064,62.546165466308594,3.052445411682129
E8.0-R1-C3,E10.0-R1-C2,11,359,86064,70.62396240234375,2.8870038986206055
E8.0-R1-C3,E10.0-R1-C2,12,359,86064,58.835975646972656,3.0057802200317383
E8.0-R1-C3,E10.0-R1-C2,13,359,86064,60.704139709472656,3.032973289489746
E8.0-R1-C3,E10.0-R1-C2,14,359,86064,60.2745361328125,2.8904027938842773
E8.0-R1-C3,E10.0-R1-C2,15,359,86064,62.938987731933594,3.2326784133911133
E8.0-R1-C3,E10.0-R1-C2,16,359,86064,59.99186325073242,2.95772647857666
E8.0-R1-C3,E10.0-R1-C2,17,359,86064,68.37269592285156,3.28452205657959
E8.0-R1-C3,E10.0-R1-C2,18,359,86064,76.12551879882812,3.547941207885742
E8.0-R1-C3,E10.0-R1-C2,19,359,86064,58.85960388183594,2.9028921127319336
E8.0-R1-C3,E10.0-R1-C2,20,359,86064,60.56584167480469,3.3162050247192383
E8.0-R1-C3,E10.0-R1-C2,21,359,86064,63.79981231689453,3.225172996520996
E8.0-R1-C3,E10.0-R1-C2,22,359,86064,71.69369506835938,3.1009511947631836
E8.0-R1-C3,E10.0-R1-C2,23,359,86064,59.48058319091797,3.0910301208496094
E8.0-R1-C3,E10.0-R1-C2,24,359,86064,67.56687927246094,3.110738754272461
E8.0-R1-C3,E10.0-R1-C2,25,359,86064,63.232181549072266,2.960726737976074
E8.0-R1-C3,E10.0-R1-C2,26,359,86064,60.28364562988281,3.161365509033203
E8.0-R1-C3,E10.0-R1-C2,27,359,86064,66.03755187988281,3.3164024353027344
E8.0-R1-C3,E10.0-R1-C2,28,359,86064,58.915428161621094,3.3086605072021484
E8.0-R1-C3,E10.0-R1-C2,29,359,86064,61.28373718261719,2.892885208129883
E8.0-R1-C3,E10.0-R1-C2,30,359,86064,61.05302429199219,3.1863574981689453
E8.0-R1-C3,E10.0-R1-C2,31,359,86064,62.939064025878906,3.5368127822875977
E8.0-R1-C3,E10.0-R1-C2,32,359,86064,65.15328216552734,3.076186180114746
E8.0-R1-C3,E10.0-R1-C2,33,359,86064,60.57634735107422,3.118589401245117
E8.0-R1-C3,E10.0-R1-C2,34,359,86064,62.665809631347656,3.0051355361938477
E8.0-R1-C3,E10.0-R1-C2,35,359,86064,65.82955169677734,3.4282655715942383
E8.0-R1-C3,E10.0-R1-C2,36,359,86064,60.83177947998047,3.148618698120117
E8.0-R1-C3,E10.0-R1-C2,37,359,86064,66.53985595703125,3.352741241455078
E8.0-R1-C3,E10.0-R1-C2,38,359,86064,58.01459503173828,2.9609909057617188
E8.0-R1-C3,E10.0-R1-C2,39,359,86064,58.07738494873047,2.7954893112182617
E8.0-R1-C3,E10.0-R1-C2,40,359,86064,62.82799530029297,2.8825502395629883
E8.0-R1-C3,E10.0-R1-C2,41,359,86064,63.79309844970703,2.9150571823120117
E8.0-R1-C3,E10.0-R1-C2,42,359,86064,60.64606857299805,2.9778900146484375
E8.0-R1-C3,E10.0-R1-C2,43,359,86064,65.96537780761719,3.497586250305176
E8.0-R1-C3,E10.0-R1-C2,44,359,86064,63.53361511230469,3.261760711669922
E8.0-R1-C3,E10.0-R1-C2,45,359,86064,64.66426086425781,2.9414596557617188
E8.0-R1-C3,E10.0-R1-C2,46,359,86064,61.28148651123047,3.1310739517211914
E8.0-R1-C3,E10.0-R1-C2,47,359,86064,62.53374481201172,3.1349916458129883
E8.0-R1-C3,E10.0-R1-C2,48,359,86064,61.55517578125,3.165325164794922
E8.0-R1-C3,E10.0-R1-C2,49,359,86064,64.29647064208984,3.34061336517334
E8.0-R1-C3,E10.0-R1-C3,0,359,49189,59.16901397705078,2.769192695617676
E8.0-R1-C3,E10.0-R1-C3,1,359,49189,63.595951080322266,3.4031572341918945
E8.0-R1-C3,E10.0-R1-C3,2,359,49189,59.603641510009766,3.17110538482666
E8.0-R1-C3,E10.0-R1-C3,3,359,49189,61.00315475463867,3.097888946533203
E8.0-R1-C3,E10.0-R1-C3,4,359,49189,63.08488845825195,3.116396903991699
E8.0-R1-C3,E10.0-R1-C3,5,359,49189,59.50309371948242,2.7908143997192383
E8.0-R1-C3,E10.0-R1-C3,6,359,49189,60.99214553833008,3.0400819778442383
E8.0-R1-C3,E10.0-R1-C3,7,359,49189,60.91501998901367,2.8771591186523438
E8.0-R1-C3,E10.0-R1-C3,8,359,49189,61.484283447265625,3.0026626586914062
E8.0-R1-C3,E10.0-R1-C3,9,359,49189,61.13142013549805,2.698866844177246
E8.0-R1-C3,E10.0-R1-C3,10,359,49189,67.71261596679688,3.191652297973633
E8.0-R1-C3,E10.0-R1-C3,11,359,49189,62.442535400390625,2.9048681259155273
E8.0-R1-C3,E10.0-R1-C3,12,359,49189,60.80675506591797,2.9178905487060547
E8.0-R1-C3,E10.0-R1-C3,13,359,49189,66.56856536865234,3.4372177124023438
E8.0-R1-C3,E10.0-R1-C3,14,359,49189,68.02190399169922,3.6123571395874023
E8.0-R1-C3,E10.0-R1-C3,15,359,49189,65.86512756347656,2.85744571685791
E8.0-R1-C3,E10.0-R1-C3,16,359,49189,61.62856674194336,3.232926368713379
E8.0-R1-C3,E10.0-R1-C3,17,359,49189,59.13669967651367,2.910402297973633
E8.0-R1-C3,E10.0-R1-C3,18,359,49189,61.461944580078125,2.9845380783081055
E8.0-R1-C3,E10.0-R1-C3,19,359,49189,62.75154113769531,2.9719934463500977
E8.0-R1-C3,E10.0-R1-C3,20,359,49189,61.28351593017578,3.166897773742676
E8.0-R1-C3,E10.0-R1-C3,21,359,49189,61.92339324951172,3.0954036712646484
E8.0-R1-C3,E10.0-R1-C3,22,359,49189,60.55573272705078,3.3854074478149414
E8.0-R1-C3,E10.0-R1-C3,23,359,49189,62.731178283691406,3.002470016479492
E8.0-R1-C3,E10.0-R1-C3,24,359,49189,60.82685852050781,2.9529294967651367
E8.0-R1-C3,E10.0-R1-C3,25,359,49189,70.48245239257812,3.5248451232910156
E8.0-R1-C3,E10.0-R1-C3,26,359,49189,60.42097473144531,3.0840587615966797
E8.0-R1-C3,E10.0-R1-C3,27,359,49189,58.91361618041992,3.0848846435546875
E8.0-R1-C3,E10.0-R1-C3,28,359,49189,63.70933532714844,3.200453758239746
E8.0-R1-C3,E10.0-R1-C3,29,359,49189,62.91126251220703,3.15054988861084
E8.0-R1-C3,E10.0-R1-C3,30,359,49189,69.29693603515625,3.559722900390625
E8.0-R1-C3,E10.0-R1-C3,31,359,49189,61.12665557861328,3.033700942993164
E8.0-R1-C3,E10.0-R1-C3,32,359,49189,60.856563568115234,3.1570701599121094
E8.0-R1-C3,E10.0-R1-C3,33,359,49189,61.58037185668945,2.778702735900879
E8.0-R1-C3,E10.0-R1-C3,34,359,49189,64.54908752441406,3.4244699478149414
E8.0-R1-C3,E10.0-R1-C3,35,359,49189,62.603511810302734,3.1037540435791016
E8.0-R1-C3,E10.0-R1-C3,36,359,49189,63.25106430053711,3.0030269622802734
E8.0-R1-C3,E10.0-R1-C3,37,359,49189,62.55696105957031,3.176791191101074
E8.0-R1-C3,E10.0-R1-C3,38,359,49189,58.50721740722656,2.8371639251708984
E8.0-R1-C3,E10.0-R1-C3,39,359,49189,65.92253112792969,2.9599971771240234
E8.0-R1-C3,E10.0-R1-C3,40,359,49189,73.21174621582031,3.2709264755249023
E8.0-R1-C3,E10.0-R1-C3,41,359,49189,65.92015075683594,3.1903915405273438
E8.0-R1-C3,E10.0-R1-C3,42,359,49189,55.03533935546875,2.8458871841430664
E8.0-R1-C3,E10.0-R1-C3,43,359,49189,63.28034973144531,3.351468086242676
E8.0-R1-C3,E10.0-R1-C3,44,359,49189,62.247657775878906,2.9956798553466797
E8.0-R1-C3,E10.0-R1-C3,45,359,49189,65.74512481689453,3.499423027038574
E8.0-R1-C3,E10.0-R1-C3,46,359,49189,67.75672912597656,3.267667770385742
E8.0-R1-C3,E10.0-R1-C3,47,359,49189,66.2529067993164,2.9423036575317383
E8.0-R1-C3,E10.0-R1-C3,48,359,49189,60.09539031982422,2.992830276489258
E8.0-R1-C3,E10.0-R1-C3,49,359,49189,60.429908752441406,2.961080551147461
E8.0-R1-C3,E10.0-R1-C5,0,359,9587,59.69740295410156,3.0733652114868164
E8.0-R1-C3,E10.0-R1-C5,1,359,9587,60.22825622558594,3.202521324157715
E8.0-R1-C3,E10.0-R1-C5,2,359,9587,59.779754638671875,2.81162166595459
E8.0-R1-C3,E10.0-R1-C5,3,359,9587,61.78569030761719,3.267366409301758
E8.0-R1-C3,E10.0-R1-C5,4,359,9587,62.5026741027832,2.892348289489746
E8.0-R1-C3,E10.0-R1-C5,5,359,9587,58.45921325683594,2.9610815048217773
E8.0-R1-C3,E10.0-R1-C5,6,359,9587,58.780540466308594,2.8881778717041016
E8.0-R1-C3,E10.0-R1-C5,7,359,9587,60.09886932373047,2.982606887817383
E8.0-R1-C3,E10.0-R1-C5,8,359,9587,63.1656494140625,3.491269111633301
E8.0-R1-C3,E10.0-R1-C5,9,359,9587,59.87163543701172,3.1498632431030273
E8.0-R1-C3,E10.0-R1-C5,10,359,9587,61.39131164550781,3.1534957885742188
E8.0-R1-C3,E10.0-R1-C5,11,359,9587,60.444190979003906,2.975407600402832
E8.0-R1-C3,E10.0-R1-C5,12,359,9587,63.00076675415039,3.229649543762207
E8.0-R1-C3,E10.0-R1-C5,13,359,9587,61.248870849609375,2.928180694580078
E8.0-R1-C3,E10.0-R1-C5,14,359,9587,58.88751220703125,2.924001693725586
E8.0-R1-C3,E10.0-R1-C5,15,359,9587,62.24543762207031,2.8398332595825195
E8.0-R1-C3,E10.0-R1-C5,16,359,9587,56.07016372680664,2.8054275512695312
E8.0-R1-C3,E10.0-R1-C5,17,359,9587,63.28434753417969,3.2351856231689453
E8.0-R1-C3,E10.0-R1-C5,18,359,9587,63.09471130371094,3.4626941680908203
E8.0-R1-C3,E10.0-R1-C5,19,359,9587,62.31696319580078,2.922488212585449
E8.0-R1-C3,E10.0-R1-C5,20,359,9587,59.40929412841797,3.1667098999023438
E8.0-R1-C3,E10.0-R1-C5,21,359,9587,63.71013641357422,3.1673011779785156
E8.0-R1-C3,E10.0-R1-C5,22,359,9587,64.07107543945312,3.0103511810302734
E8.0-R1-C3,E10.0-R1-C5,23,359,9587,59.735939025878906,2.8486862182617188
E8.0-R1-C3,E10.0-R1-C5,24,359,9587,59.06843948364258,2.6051483154296875
E8.0-R1-C3,E10.0-R1-C5,25,359,9587,61.920799255371094,2.9975051879882812
E8.0-R1-C3,E10.0-R1-C5,26,359,9587,73.14404296875,3.362957000732422
E8.0-R1-C3,E10.0-R1-C5,27,359,9587,63.32342529296875,3.157674789428711
E8.0-R1-C3,E10.0-R1-C5,28,359,9587,57.42889404296875,2.9496660232543945
E8.0-R1-C3,E10.0-R1-C5,29,359,9587,66.28571319580078,3.0372095108032227
