clone_a,clone_b,batch,n_a,n_b,sinkhorn,energy
E7.5-R1-C2,E9.0-R1-C5,47,182,3441,72.37823486328125,5.074635028839111
E7.5-R1-C2,E9.0-R1-C5,48,182,3441,77.12474822998047,5.53240966796875
E7.5-R1-C2,E9.0-R1-C5,49,182,3441,73.81995391845703,4.495700836181641
E7.5-R1-C2,E9.0-R2-C1,0,182,63753,76.43728637695312,3.84548282623291
E7.5-R1-C2,E9.0-R2-C1,1,182,63753,74.29702758789062,4.4181108474731445
E7.5-R1-C2,E9.0-R2-C1,2,182,63753,81.48707580566406,6.295094966888428
E7.5-R1-C2,E9.0-R2-C1,3,182,63753,73.3865966796875,4.495859146118164
E7.5-R1-C2,E9.0-R2-C1,4,182,63753,77.71107482910156,5.22003173828125
E7.5-R1-C2,E9.0-R2-C1,5,182,63753,68.6159896850586,4.639444828033447
E7.5-R1-C2,E9.0-R2-C1,6,182,63753,72.4931640625,4.859747886657715
E7.5-R1-C2,E9.0-R2-C1,7,182,63753,65.70519256591797,4.009488105773926
E7.5-R1-C2,E9.0-R2-C1,8,182,63753,80.94662475585938,5.654702663421631
E7.5-R1-C2,E9.0-R2-C1,9,182,63753,83.40333557128906,6.464094161987305
E7.5-R1-C2,E9.0-R2-C1,10,182,63753,73.89928436279297,4.308959007263184
E7.5-R1-C2,E9.0-R2-C1,11,182,63753,72.59683227539062,4.697018623352051
E7.5-R1-C2,E9.0-R2-C1,12,182,63753,72.84185791015625,4.553403854370117
E7.5-R1-C2,E9.0-R2-C1,13,182,63753,75.5570297241211,4.66219425201416
E7.5-R1-C2,E9.0-R2-C1,14,182,63753,74.99431610107422,4.281257629394531
E7.5-R1-C2,E9.0-R2-C1,15,182,63753,76.64348602294922,4.981225490570068
E7.5-R1-C2,E9.0-R2-C1,16,182,63753,76.07264709472656,4.5875444412231445
E7.5-R1-C2,E9.0-R2-C1,17,182,63753,82.80621337890625,5.951864719390869
E7.5-R1-C2,E9.0-R2-C1,18,182,63753,76.8487319946289,4.990779876708984
E7.5-R1-C2,E9.0-R2-C1,19,182,63753,72.77850341796875,4.79178524017334
E7.5-R1-C2,E9.0-R2-C1,20,182,63753,76.35348510742188,4.743404388427734
E7.5-R1-C2,E9.0-R2-C1,21,182,63753,98.22433471679688,5.225305557250977
E7.5-R1-C2,E9.0-R2-C1,22,182,63753,70.5220718383789,3.971446990966797
E7.5-R1-C2,E9.0-R2-C1,23,182,63753,68.97459411621094,3.9937362670898438
E7.5-R1-C2,E9.0-R2-C1,24,182,63753,79.75495910644531,4.959950923919678
E7.5-R1-C2,E9.0-R2-C1,25,182,63753,71.598876953125,4.684656143188477
E7.5-R1-C2,E9.0-R2-C1,26,182,63753,68.05924224853516,4.175569534301758
E7.5-R1-C2,E9.0-R2-C1,27,182,63753,72.81120300292969,4.555237293243408
E7.5-R1-C2,E9.0-R2-C1,28,182,63753,76.68775177001953,4.537734031677246
E7.5-R1-C2,E9.0-R2-C1,29,182,63753,77.10337829589844,4.295803070068359
E7.5-R1-C2,E9.0-R2-C1,30,182,63753,66.41126251220703,4.168080806732178
E7.5-R1-C2,E9.0-R2-C1,31,182,63753,87.72549438476562,4.99538516998291
E7.5-R1-C2,E9.0-R2-C1,32,182,63753,68.79817199707031,4.820021629333496
E7.5-R1-C2,E9.0-R2-C1,33,182,63753,82.64704895019531,4.8459014892578125
E7.5-R1-C2,E9.0-R2-C1,34,182,63753,74.38638305664062,5.81052827835083
E7.5-R1-C2,E9.0-R2-C1,35,182,63753,72.11399841308594,4.988462924957275
E7.5-R1-C2,E9.0-R2-C1,36,182,63753,78.25077819824219,5.508217811584473
E7.5-R1-C2,E9.0-R2-C1,37,182,63753,72.79586791992188,4.968733310699463
E7.5-R1-C2,E9.0-R2-C1,38,182,63753,71.33781433105469,4.928380966186523
E7.5-R1-C2,E9.0-R2-C1,39,182,63753,79.91384887695312,5.382184982299805
E7.5-R1-C2,E9.0-R2-C1,40,182,63753,67.35791778564453,4.457390308380127
E7.5-R1-C2,E9.0-R2-C1,41,182,63753,78.91846466064453,4.590522766113281
E7.5-R1-C2,E9.0-R2-C1,42,182,63753,74.98516082763672,3.9983787536621094
E7.5-R1-C2,E9.0-R2-C1,43,182,63753,85.19090270996094,4.846870422363281
E7.5-R1-C2,E9.0-R2-C1,44,182,63753,65.29022216796875,4.374893665313721
E7.5-R1-C2,E9.0-R2-C1,45,182,63753,79.63467407226562,5.372239112854004
E7.5-R1-C2,E9.0-R2-C1,46,182,63753,78.00077819824219,4.608110427856445
E7.5-R1-C2,E9.0-R2-C1,47,182,63753,86.11644744873047,5.191951751708984
E7.5-R1-C2,E9.0-R2-C1,48,182,63753,80.92799377441406,5.141934394836426
E7.5-R1-C2,E9.0-R2-C1,49,182,63753,90.44972229003906,4.512920379638672
E7.5-R1-C2,E9.0-R2-C2,0,182,30351,86.03305053710938,5.3510847091674805
E7.5-R1-C2,E9.0-R2-C2,1,182,30351,64.3987808227539,3.9848861694335938
E7.5-R1-C2,E9.0-R2-C2,2,182,30351,77.11356353759766,5.156991958618164
E7.5-R1-C2,E9.0-R2-C2,3,182,30351,77.21272277832031,4.547401428222656
E7.5-R1-C2,E9.0-R2-C2,4,182,30351,109.98815155029297,5.843976020812988
E7.5-R1-C2,E9.0-R2-C2,5,182,30351,80.56036376953125,6.069195747375488
E7.5-R1-C2,E9.0-R2-C2,6,182,30351,73.34290313720703,4.925766468048096
E7.5-R1-C2,E9.0-R2-C2,7,182,30351,68.3753890991211,4.662931442260742
E7.5-R1-C2,E9.0-R2-C2,8,182,30351,77.5275650024414,4.6219024658203125
E7.5-R1-C2,E9.0-R2-C2,9,182,30351,93.7117919921875,5.751352310180664
E7.5-R1-C2,E9.0-R2-C2,10,182,30351,70.54936981201172,4.133725166320801
E7.5-R1-C2,E9.0-R2-C2,11,182,30351,76.82881164550781,4.840604782104492
E7.5-R1-C2,E9.0-R2-C2,12,182,30351,73.34232330322266,4.235631942749023
E7.5-R1-C2,E9.0-R2-C2,13,182,30351,90.69087219238281,5.392438888549805
E7.5-R1-C2,E9.0-R2-C2,14,182,30351,82.62936401367188,5.862443447113037
E7.5-R1-C2,E9.0-R2-C2,15,182,30351,70.33366394042969,4.054265975952148
E7.5-R1-C2,E9.0-R2-C2,16,182,30351,76.57333374023438,4.456509590148926
E7.5-R1-C2,E9.0-R2-C2,17,182,30351,75.45844268798828,4.191252708435059
E7.5-R1-C2,E9.0-R2-C2,18,182,30351,65.86050415039062,4.152920246124268
E7.5-R1-C2,E9.0-R2-C2,19,182,30351,73.22209167480469,4.444158554077148
E7.5-R1-C2,E9.0-R2-C2,20,182,30351,69.88848876953125,4.65158748626709
E7.5-R1-C2,E9.0-R2-C2,21,182,30351,82.00514221191406,5.237625598907471
E7.5-R1-C2,E9.0-R2-C2,22,182,30351,76.64259338378906,5.039815902709961
E7.5-R1-C2,E9.0-R2-C2,23,182,30351,81.42951965332031,5.211786270141602
E7.5-R1-C2,E9.0-R2-C2,24,182,30351,75.15406799316406,4.499141693115234
E7.5-R1-C2,E9.0-R2-C2,25,182,30351,68.3597183227539,4.532459735870361
E7.5-R1-C2,E9.0-R2-C2,26,182,30351,78.47052001953125,4.865996360778809
E7.5-R1-C2,E9.0-R2-C2,27,182,30351,79.03819274902344,4.596120834350586
E7.5-R1-C2,E9.0-R2-C2,28,182,30351,81.08267974853516,5.477917671203613
E7.5-R1-C2,E9.0-R2-C2,29,182,30351,76.51104736328125,5.265679359436035
E7.5-R1-C2,E9.0-R2-C2,30,182,30351,74.22652435302734,5.297098159790039
E7.5-R1-C2,E9.0-R2-C2,31,182,30351,66.88320922851562,4.059000015258789
E7.5-R1-C2,E9.0-R2-C2,32,182,30351,77.0689926147461,5.102243900299072
E7.5-R1-C2,E9.0-R2-C2,33,182,30351,71.42569732666016,4.276437759399414
E7.5-R1-C2,E9.0-R2-C2,34,182,30351,76.57872772216797,5.897680759429932
E7.5-R1-C2,E9.0-R2-C2,35,182,30351,72.75983428955078,4.9273176193237305
E7.5-R1-C2,E9.0-R2-C2,36,182,30351,73.24542236328125,4.845948696136475
E7.5-R1-C2,E9.0-R2-C2,37,182,30351,69.11784362792969,4.315300941467285
E7.5-R1-C2,E9.0-R2-C2,38,182,30351,69.79405975341797,4.255806922912598
E7.5-R1-C2,E9.0-R2-C2,39,182,30351,72.83411407470703,4.880808353424072
E7.5-R1-C2,E9.0-R2-C2,40,182,30351,74.57788848876953,4.341979026794434
E7.5-R1-C2,E9.0-R2-C2,41,182,30351,61.31239700317383,4.258023262023926
E7.5-R1-C2,E9.0-R2-C2,42,182,30351,86.09194946289062,5.108867645263672
E7.5-R1-C2,E9.0-R2-C2,43,182,30351,92.0692138671875,5.668119430541992
E7.5-R1-C2,E9.0-R2-C2,44,182,30351,61.82820129394531,3.618746757507324
E7.5-R1-C2,E9.0-R2-C2,45,182,30351,80.00250244140625,5.176802635192871
E7.5-R1-C2,E9.0-R2-C2,46,182,30351,78.93199157714844,5.281322479248047
E7.5-R1-C2,E9.0-R2-C2,47,182,30351,80.43431854248047,4.955567359924316
E7.5-R1-C2,E9.0-R2-C2,48,182,30351,79.89812469482422,5.9103899002075195
E7.5-R1-C2,E9.0-R2-C2,49,182,30351,89.59154510498047,5.959935188293457
E7.5-R1-C2,E9.0-R3-C1,0,182,56844,70.26751708984375,4.890470504760742
E7.5-R1-C2,E9.0-R3-C1,1,182,56844,71.68995666503906,5.5485615730285645
E7.5-R1-C2,E9.0-R3-C1,2,182,56844,71.0194091796875,3.69423770904541
E7.5-R1-C2,E9.0-R3-C1,3,182,56844,73.23617553710938,4.3193464279174805
E7.5-R1-C2,E9.0-R3-C1,4,182,56844,60.90723419189453,3.6851234436035156
E7.5-R1-C2,E9.0-R3-C1,5,182,56844,66.63166809082031,3.4806222915649414
E7.5-R1-C2,E9.0-R3-C1,6,182,56844,62.47365951538086,3.7227396965026855
E7.5-R1-C2,E9.0-R3-C1,7,182,56844,66.61663818359375,3.8891124725341797
E7.5-R1-C2,E9.0-R3-C1,8,182,56844,83.40705871582031,4.853242874145508
E7.5-R1-C2,E9.0-R3-C1,9,182,56844,62.220550537109375,3.8137598037719727
E7.5-R1-C2,E9.0-R3-C1,10,182,56844,84.73854064941406,4.515071868896484
E7.5-R1-C2,E9.0-R3-C1,11,182,56844,61.60222625732422,3.6961402893066406
E7.5-R1-C2,E9.0-R3-C1,12,182,56844,83.77066040039062,4.909266471862793
E7.5-R1-C2,E9.0-R3-C1,13,182,56844,70.94029998779297,3.9394731521606445
E7.5-R1-C2,E9.0-R3-C1,14,182,56844,66.7560043334961,4.661148548126221
E7.5-R1-C2,E9.0-R3-C1,15,182,56844,77.1540756225586,4.670350074768066
E7.5-R1-C2,E9.0-R3-C1,16,182,56844,72.94223022460938,5.075190544128418
E7.5-R1-C2,E9.0-R3-C1,17,182,56844,81.87262725830078,3.9523143768310547
E7.5-R1-C2,E9.0-R3-C1,18,182,56844,70.89230346679688,4.482463836669922
E7.5-R1-C2,E9.0-R3-C1,19,182,56844,63.41561508178711,3.284976005554199
E7.5-R1-C2,E9.0-R3-C1,20,182,56844,78.39204406738281,3.817082405090332
E7.5-R1-C2,E9.0-R3-C1,21,182,56844,64.89010620117188,3.54921817779541
E7.5-R1-C2,E9.0-R3-C1,22,182,56844,68.33053588867188,3.6201677322387695
E7.5-R1-C2,E9.0-R3-C1,23,182,56844,71.77032470703125,5.05584192276001
E7.5-R1-C2,E9.0-R3-C1,24,182,56844,79.27999114990234,4.602474212646484
E7.5-R1-C2,E9.0-R3-C1,25,182,56844,63.48566436767578,3.3473730087280273
E7.5-R1-C2,E9.0-R3-C1,26,182,56844,71.7987060546875,4.092595100402832
E7.5-R1-C2,E9.0-R3-C1,27,182,56844,81.8204345703125,3.6722116470336914
E7.5-R1-C2,E9.0-R3-C1,28,182,56844,64.13424682617188,3.877619743347168
E7.5-R1-C2,E9.0-R3-C1,29,182,56844,72.31004333496094,4.1834716796875
E7.5-R1-C2,E9.0-R3-C1,30,182,56844,72.55330657958984,3.9493656158447266
E7.5-R1-C2,E9.0-R3-C1,31,182,56844,60.454193115234375,3.380599021911621
E7.5-R1-C2,E9.0-R3-C1,32,182,56844,58.42420959472656,3.635434150695801
E7.5-R1-C2,E9.0-R3-C1,33,182,56844,67.28353881835938,4.092476844787598
E7.5-R1-C2,E9.0-R3-C1,34,182,56844,76.0941162109375,4.948460102081299
E7.5-R1-C2,E9.0-R3-C1,35,182,56844,60.02473449707031,3.6090755462646484
E7.5-R1-C2,E9.0-R3-C1,36,182,56844,88.0149154663086,5.309284210205078
E7.5-R1-C2,E9.0-R3-C1,37,182,56844,84.13973999023438,5.029473304748535
E7.5-R1-C2,E9.0-R3-C1,38,182,56844,80.33064270019531,6.012996196746826
E7.5-R1-C2,E9.0-R3-C1,39,182,56844,61.0687255859375,3.4966611862182617
E7.5-R1-C2,E9.0-R3-C1,40,182,56844,74.99472045898438,5.100473403930664
E7.5-R1-C2,E9.0-R3-C1,41,182,56844,75.63652038574219,5.285926818847656
E7.5-R1-C2,E9.0-R3-C1,42,182,56844,64.40083312988281,3.9169259071350098
E7.5-R1-C2,E9.0-R3-C1,43,182,56844,68.45555877685547,4.248363494873047
E7.5-R1-C2,E9.0-R3-C1,44,182,56844,73.21875,4.80477237701416
E7.5-R1-C2,E9.0-R3-C1,45,182,56844,68.96223449707031,4.637670516967773
E7.5-R1-C2,E9.0-R3-C1,46,182,56844,69.2422866821289,4.121896743774414
E7.5-R1-C2,E9.0-R3-C1,47,182,56844,68.9460220336914,4.3815741539001465
E7.5-R1-C2,E9.0-R3-C1,48,182,56844,72.05586242675781,5.248512268066406
E7.5-R1-C2,E9.0-R3-C1,49,182,56844,63.55522918701172,4.029419898986816
E7.5-R1-C2,E9.0-R3-C2,0,182,3376,74.69717407226562,4.248913764953613
E7.5-R1-C2,E9.0-R3-C2,1,182,3376,63.379981994628906,3.934034824371338
E7.5-R1-C2,E9.0-R3-C2,2,182,3376,66.86322021484375,4.147823333740234
E7.5-R1-C2,E9.0-R3-C2,3,182,3376,85.8355712890625,4.572124481201172
E7.5-R1-C2,E9.0-R3-C2,4,182,3376,74.38028717041016,4.283210754394531
E7.5-R1-C2,E9.0-R3-C2,5,182,3376,76.60421752929688,5.216789245605469
E7.5-R1-C2,E9.0-R3-C2,6,182,3376,78.88945007324219,5.585024356842041
E7.5-R1-C2,E9.0-R3-C2,7,182,3376,64.21131896972656,3.9662132263183594
E7.5-R1-C2,E9.0-R3-C2,8,182,3376,66.0186767578125,4.847023963928223
E7.5-R1-C2,E9.0-R3-C2,9,182,3376,76.96098327636719,4.160199165344238
E7.5-R1-C2,E9.0-R3-C2,10,182,3376,77.15101623535156,4.9663405418396
E7.5-R1-C2,E9.0-R3-C2,11,182,3376,82.53656005859375,4.339808464050293
E7.5-R1-C2,E9.0-R3-C2,12,182,3376,76.00106811523438,4.838808059692383
E7.5-R1-C2,E9.0-R3-C2,13,182,3376,64.19688415527344,4.100107192993164
E7.5-R1-C2,E9.0-R3-C2,14,182,3376,76.26040649414062,4.192512512207031
E7.5-R1-C2,E9.0-R3-C2,15,182,3376,64.5394058227539,3.5610170364379883
E7.5-R1-C2,E9.0-R3-C2,16,182,3376,70.64622497558594,3.804239273071289
E7.5-R1-C2,E9.0-R3-C2,17,182,3376,68.65811157226562,4.570445537567139
E7.5-R1-C2,E9.0-R3-C2,18,182,3376,62.10540771484375,3.4157705307006836
E7.5-R1-C2,E9.0-R3-C2,19,182,3376,62.41340637207031,3.3489255905151367
E7.5-R1-C2,E9.0-R3-C2,20,182,3376,78.50668334960938,4.698075294494629
E7.5-R1-C2,E9.0-R3-C2,21,182,3376,71.87596130371094,4.654301166534424
E7.5-R1-C2,E9.0-R3-C2,22,182,3376,68.30567169189453,3.771587371826172
E7.5-R1-C2,E9.0-R3-C2,23,182,3376,65.49016571044922,4.079970359802246
E7.5-R1-C2,E9.0-R3-C2,24,182,3376,67.80366516113281,4.0442962646484375
E7.5-R1-C2,E9.0-R3-C2,25,182,3376,63.54347229003906,3.6638011932373047
E7.5-R1-C2,E9.0-R3-C2,26,182,3376,77.76776123046875,4.028669357299805
E7.5-R1-C2,E9.0-R3-C2,27,182,3376,66.30184936523438,5.208065509796143
E7.5-R1-C2,E9.0-R3-C2,28,182,3376,70.98766326904297,3.4042367935180664
E7.5-R1-C2,E9.0-R3-C2,29,182,3376,69.74777221679688,4.322951316833496
E7.5-R1-C2,E9.0-R3-C2,30,182,3376,85.2281723022461,4.307816505432129
E7.5-R1-C2,E9.0-R3-C2,31,182,3376,83.933837890625,4.278480529785156
E7.5-R1-C2,E9.0-R3-C2,32,182,3376,68.60867309570312,4.235681056976318
E7.5-R1-C2,E9.0-R3-C2,33,182,3376,70.63211059570312,4.834227561950684
E7.5-R1-C2,E9.0-R3-C2,34,182,3376,61.65686798095703,3.266817092895508
E7.5-R1-C2,E9.0-R3-C2,35,182,3376,77.78182220458984,5.344300270080566
E7.5-R1-C2,E9.0-R3-C2,36,182,3376,76.06635284423828,4.63169002532959
E7.5-R1-C2,E9.0-R3-C2,37,182,3376,64.17948150634766,3.693878173828125
E7.5-R1-C2,E9.0-R3-C2,38,182,3376,68.52330780029297,3.827601432800293
E7.5-R1-C2,E9.0-R3-C2,39,182,3376,74.6629638671875,3.6420822143554688
E7.5-R1-C2,E9.0-R3-C2,40,182,3376,70.53624725341797,4.114838600158691
E7.5-R1-C2,E9.0-R3-C2,41,182,3376,65.2964096069336,4.26585578918457
E7.5-R1-C2,E9.0-R3-C2,42,182,3376,73.51084899902344,4.849742889404297
E7.5-R1-C2,E9.0-R3-C2,43,182,3376,68.0067138671875,3.8562164306640625
E7.5-R1-C2,E9.0-R3-C2,44,182,3376,71.73651123046875,4.613152980804443
E7.5-R1-C2,E9.0-R3-C2,45,182,3376,75.19099426269531,4.813600540161133
E7.5-R1-C2,E9.0-R3-C2,46,182,3376,62.92308807373047,3.466838836669922
E7.5-R1-C2,E9.0-R3-C2,47,182,3376,62.57079315185547,3.893181324005127
E7.5-R1-C2,E9.0-R3-C2,48,182,3376,82.98277282714844,4.587506294250488
E7.5-R1-C2,E9.0-R3-C2,49,182,3376,72.65876770019531,4.595716953277588
E7.5-R1-C2,E9.5-R1-C1,0,182,157548,82.88597869873047,4.95147705078125
E7.5-R1-C2,E9.5-R1-C1,1,182,157548,72.89289093017578,4.161161422729492
E7.5-R1-C2,E9.5-R1-C1,2,182,157548,76.82508850097656,4.925235748291016
E7.5-R1-C2,E9.5-R1-C1,3,182,157548,71.33162689208984,4.452281951904297
E7.5-R1-C2,E9.5-R1-C1,4,182,157548,76.74714660644531,5.406574726104736
E7.5-R1-C2,E9.5-R1-C1,5,182,157548,73.99803161621094,4.761459827423096
E7.5-R1-C2,E9.5-R1-C1,6,182,157548,83.6300048828125,5.681661605834961
E7.5-R1-C2,E9.5-R1-C1,7,182,157548,75.3253173828125,5.222870826721191
E7.5-R1-C2,E9.5-R1-C1,8,182,157548,96.8221664428711,5.093910217285156
E7.5-R1-C2,E9.5-R1-C1,9,182,157548,77.19854736328125,5.397881984710693
E7.5-R1-C2,E9.5-R1-C1,10,182,157548,89.34881591796875,5.919426918029785
E7.5-R1-C2,E9.5-R1-C1,11,182,157548,80.73759460449219,5.549241065979004
E7.5-R1-C2,E9.5-R1-C1,12,182,157548,85.66865539550781,5.55734920501709
E7.5-R1-C2,E9.5-R1-C1,13,182,157548,82.21121215820312,5.686748027801514
E7.5-R1-C2,E9.5-R1-C1,14,182,157548,71.38504028320312,4.489595413208008
E7.5-R1-C2,E9.5-R1-C1,15,182,157548,73.25483703613281,5.134626388549805
E7.5-R1-C2,E9.5-R1-C1,16,182,157548,77.320068359375,5.393780708312988
E7.5-R1-C2,E9.5-R1-C1,17,182,157548,80.749267578125,4.483989715576172
E7.5-R1-C2,E9.5-R1-C1,18,182,157548,73.27825927734375,4.418972969055176
E7.5-R1-C2,E9.5-R1-C1,19,182,157548,92.60051727294922,4.866337776184082
E7.5-R1-C2,E9.5-R1-C1,20,182,157548,80.44514465332031,4.820415496826172
E7.5-R1-C2,E9.5-R1-C1,21,182,157548,85.51133728027344,6.281735897064209
E7.5-R1-C2,E9.5-R1-C1,22,182,157548,79.02317810058594,5.550926208496094
E7.5-R1-C2,E9.5-R1-C1,23,182,157548,88.11048889160156,4.854247093200684
E7.5-R1-C2,E9.5-R1-C1,24,182,157548,82.97429656982422,5.093249320983887
E7.5-R1-C2,E9.5-R1-C1,25,182,157548,74.376220703125,5.0579681396484375
E7.5-R1-C2,E9.5-R1-C1,26,182,157548,72.5199966430664,4.837712287902832
E7.5-R1-C2,E9.5-R1-C1,27,182,157548,86.19534301757812,5.470147132873535
E7.5-R1-C2,E9.5-R1-C1,28,182,157548,84.526123046875,5.329145431518555
E7.5-R1-C2,E9.5-R1-C1,29,182,157548,79.7017822265625,5.273767471313477
E7.5-R1-C2,E9.5-R1-C1,30,182,157548,78.06460571289062,5.142847061157227
E7.5-R1-C2,E9.5-R1-C1,31,182,157548,78.34140014648438,4.478338241577148
E7.5-R1-C2,E9.5-R1-C1,32,182,157548,76.1346435546875,4.922110080718994
E7.5-R1-C2,E9.5-R1-C1,33,182,157548,100.24534606933594,5.247422218322754
E7.5-R1-C2,E9.5-R1-C1,34,182,157548,71.79845428466797,4.55963134765625
E7.5-R1-C2,E9.5-R1-C1,35,182,157548,74.60205841064453,4.958166122436523
E7.5-R1-C2,E9.5-R1-C1,36,182,157548,80.98143005371094,6.713415622711182
E7.5-R1-C2,E9.5-R1-C1,37,182,157548,86.78111267089844,5.799321174621582
E7.5-R1-C2,E9.5-R1-C1,38,182,157548,93.71202087402344,6.86878776550293
E7.5-R1-C2,E9.5-R1-C1,39,182,157548,85.88847351074219,5.717422008514404
E7.5-R1-C2,E9.5-R1-C1,40,182,157548,75.11982727050781,6.07846212387085
E7.5-R1-C2,E9.5-R1-C1,41,182,157548,80.19609832763672,5.558618545532227
E7.5-R1-C2,E9.5-R1-C1,42,182,157548,85.08978271484375,5.671978950500488
E7.5-R1-C2,E9.5-R1-C1,43,182,157548,99.0849609375,6.0597686767578125
E7.5-R1-C2,E9.5-R1-C1,44,182,157548,89.19385528564453,6.349875450134277
E7.5-R1-C2,E9.5-R1-C1,45,182,157548,83.96172332763672,5.609594345092773
E7.5-R1-C2,E9.5-R1-C1,46,182,157548,77.468017578125,6.031660079956055
E7.5-R1-C2,E9.5-R1-C1,47,182,157548,94.5817642211914,5.6843719482421875
E7.5-R1-C2,E9.5-R1-C1,48,182,157548,78.35079956054688,5.380301475524902
E7.5-R1-C2,E9.5-R1-C1,49,182,157548,86.87457275390625,5.342273712158203
E7.5-R1-C2,E9.5-R1-C2,0,182,81690,80.31034851074219,4.594870567321777
E7.5-R1-C2,E9.5-R1-C2,1,182,81690,74.85859680175781,4.639498710632324
E7.5-R1-C2,E9.5-R1-C2,2,182,81690,71.31185150146484,4.562363147735596
E7.5-R1-C2,E9.5-R1-C2,3,182,81690,75.10954284667969,4.900667190551758
E7.5-R1-C2,E9.5-R1-C2,4,182,81690,80.50059509277344,5.399711608886719
E7.5-R1-C2,E9.5-R1-C2,5,182,81690,86.16301727294922,5.239889144897461
E7.5-R1-C2,E9.5-R1-C2,6,182,81690,78.39418029785156,5.49072790145874
E7.5-R1-C2,E9.5-R1-C2,7,182,81690,76.02476501464844,4.944979190826416
E7.5-R1-C2,E9.5-R1-C2,8,182,81690,79.82795715332031,5.267063140869141
E7.5-R1-C2,E9.5-R1-C2,9,182,81690,72.37437438964844,4.432957649230957
E7.5-R1-C2,E9.5-R1-C2,10,182,81690,81.5829849243164,4.904485702514648
E7.5-R1-C2,E9.5-R1-C2,11,182,81690,76.11505889892578,4.877236366271973
E7.5-R1-C2,E9.5-R1-C2,12,182,81690,78.891845703125,5.35945987701416
E7.5-R1-C2,E9.5-R1-C2,13,182,81690,73.48406982421875,4.687242031097412
E7.5-R1-C2,E9.5-R1-C2,14,182,81690,88.26860046386719,5.060046195983887
E7.5-R1-C2,E9.5-R1-C2,15,182,81690,77.63841247558594,5.661998748779297
E7.5-R1-C2,E9.5-R1-C2,16,182,81690,89.04753112792969,6.20043420791626
E7.5-R1-C2,E9.5-R1-C2,17,182,81690,88.10580444335938,5.222489356994629
E7.5-R1-C2,E9.5-R1-C2,18,182,81690,84.7716293334961,5.602081298828125
E7.5-R1-C2,E9.5-R1-C2,19,182,81690,88.9381103515625,4.861512184143066
E7.5-R1-C2,E9.5-R1-C2,20,182,81690,84.2835693359375,4.736454010009766
E7.5-R1-C2,E9.5-R1-C2,21,182,81690,83.7374496459961,5.482364654541016
E7.5-R1-C2,E9.5-R1-C2,22,182,81690,98.74593353271484,5.938746452331543
E7.5-R1-C2,E9.5-R1-C2,23,182,81690,76.99136352539062,5.4333906173706055
E7.5-R1-C2,E9.5-R1-C2,24,182,81690,84.5107192993164,5.046730995178223
E7.5-R1-C2,E9.5-R1-C2,25,182,81690,87.09762573242188,5.280935287475586
E7.5-R1-C2,E9.5-R1-C2,26,182,81690,83.53900909423828,5.306672096252441
E7.5-R1-C2,E9.5-R1-C2,27,182,81690,84.79524993896484,5.58925199508667
E7.5-R1-C2,E9.5-R1-C2,28,182,81690,85.80657196044922,5.4922637939453125
E7.5-R1-C2,E9.5-R1-C2,29,182,81690,106.63569641113281,6.100859642028809
E7.5-R1-C2,E9.5-R1-C2,30,182,81690,81.59529113769531,5.466815948486328
E7.5-R1-C2,E9.5-R1-C2,31,182,81690,68.69542694091797,4.563209533691406
E7.5-R1-C2,E9.5-R1-C2,32,182,81690,93.83331298828125,5.494414329528809
E7.5-R1-C2,E9.5-R1-C2,33,182,81690,72.36686706542969,4.913117408752441
E7.5-R1-C2,E9.5-R1-C2,34,182,81690,77.50172424316406,4.995773792266846
E7.5-R1-C2,E9.5-R1-C2,35,182,81690,75.40391540527344,4.97672700881958
E7.5-R1-C2,E9.5-R1-C2,36,182,81690,87.21626281738281,6.071147918701172
E7.5-R1-C2,E9.5-R1-C2,37,182,81690,82.82870483398438,5.039830207824707
E7.5-R1-C2,E9.5-R1-C2,38,182,81690,76.35259246826172,6.705118179321289
E7.5-R1-C2,E9.5-R1-C2,39,182,81690,80.57316589355469,6.078488349914551
E7.5-R1-C2,E9.5-R1-C2,40,182,81690,76.34017181396484,5.98154354095459
E7.5-R1-C2,E9.5-R1-C2,41,182,81690,82.37242126464844,5.566794395446777
E7.5-R1-C2,E9.5-R1-C2,42,182,81690,82.55551147460938,5.559094429016113
E7.5-R1-C2,E9.5-R1-C2,43,182,81690,77.72103881835938,5.438835144042969
E7.5-R1-C2,E9.5-R1-C2,44,182,81690,85.64761352539062,5.883167266845703
E7.5-R1-C2,E9.5-R1-C2,45,182,81690,88.43173217773438,5.106952667236328
E7.5-R1-C2,E9.5-R1-C2,46,182,81690,80.61016845703125,5.6015238761901855
E7.5-R1-C2,E9.5-R1-C2,47,182,81690,79.394775390625,6.171934604644775
E7.5-R1-C2,E9.5-R1-C2,48,182,81690,78.43862915039062,5.734926223754883
E7.5-R1-C2,E9.5-R1-C2,49,182,81690,81.81999206542969,5.187368392944336
E7.5-R1-C2,E9.5-R1-C3,0,182,23865,79.51166534423828,5.045797348022461
E7.5-R1-C2,E9.5-R1-C3,1,182,23865,88.54441833496094,6.558688163757324
E7.5-R1-C2,E9.5-R1-C3,2,182,23865,78.71440124511719,4.669055938720703
E7.5-R1-C2,E9.5-R1-C3,3,182,23865,81.31072998046875,5.391051292419434
E7.5-R1-C2,E9.5-R1-C3,4,182,23865,81.08860778808594,4.8572492599487305
E7.5-R1-C2,E9.5-R1-C3,5,182,23865,81.69673156738281,5.019186973571777
